instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿bal.md.0001,﻿cathedral,﻿Cathedral,English,"﻿The Catholic Circulating Library of Baltimore...is to be kept at the residence of the Most Rev. Archbishop, corner of Charles and Mulberry streets, and is under the superintendence of the Rev. Charles I. White, Librarian.",,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.294377,-76.616245,,,,﻿sam_eccleston_901,﻿Most Rev.,﻿Samuel Eccleston,﻿D. D.,,,,,,,1842,﻿https://americasfirstcathedral.org/history-architecture ; Baltimore Basilica - a Short History - YouTube ; https://en.wikipedia.org/wiki/Basilica_of_the_National_Shrine_of_the_Assumption_of_the_Blessed_Virgin_Mary,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0001,﻿cathedral,﻿Cathedral,English,"﻿The Catholic Circulating Library of Baltimore...is to be kept at the residence of the Most Rev. Archbishop, corner of Charles and Mulberry streets, and is under the superintendence of the Rev. Charles I. White, Librarian.",,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.294377,-76.616245,,,,﻿pet_s_schreiber_901,﻿Rev.,﻿Peter S. Schreiber,,,,,,,,1842,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0001,﻿cathedral,﻿Cathedral,English,"﻿The Catholic Circulating Library of Baltimore...is to be kept at the residence of the Most Rev. Archbishop, corner of Charles and Mulberry streets, and is under the superintendence of the Rev. Charles I. White, Librarian.",,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.294377,-76.616245,,,,﻿cha_i_white_901,﻿Rev.,﻿Charles I. White,,﻿Librarian,,,,,,1842,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0001,﻿cathedral,﻿Cathedral,English,"﻿The Catholic Circulating Library of Baltimore...is to be kept at the residence of the Most Rev. Archbishop, corner of Charles and Mulberry streets, and is under the superintendence of the Rev. Charles I. White, Librarian.",,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.294377,-76.616245,,,,﻿hen_b_coskery_001,﻿Rev.,﻿Henry B. Coskery,,,,,,,,1842,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0004,﻿church,﻿St. Peter's,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.292778,-76.615278,,,,﻿sam_eccleston_901,﻿Most Rev.,﻿Samuel Eccleston,﻿D. D.,,,,,,,1842,﻿https://en.wikipedia.org/wiki/St._Peter%27s_Pro-Cathedral,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0004,﻿church,﻿St. Peter's,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.292778,-76.615278,,,,﻿pet_s_schreiber_901,﻿Rev.,﻿Peter S. Schreiber,,,,,,,,1842,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0004,﻿church,﻿St. Peter's,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.292778,-76.615278,,,,﻿cha_i_white_901,﻿Rev.,﻿Charles I. White,,,,,,,,1842,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0004,﻿church,﻿St. Peter's,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.292778,-76.615278,,,,﻿hen_b_coskery_001,﻿Rev.,﻿Henry B. Coskery,,,,,,,,1842,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0002,﻿church,﻿St. Patrick's,English,,﻿F. Point,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.290887,-76.590257,,,,﻿jam_dolan_001,﻿Rev.,﻿James Dolan,,,,,,,,1842,﻿https://en.wikipedia.org/wiki/St._Michael%27s_Church_Complex ; https://ministryofbrewing.com/ ; https://www.mdhistory.org/resources/saint-patricks-church/#gallery,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0005,﻿church,﻿St. John's,﻿German,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.292841,-76.617988,,,,﻿ale_cvitkovicz_001,﻿Very Rev.,﻿Alexander Czvitkovicz,﻿O. S. L.,﻿Superior of the Redemptorists in the United States,,,,,,1842,﻿https://stmarys.edu/wp-content/uploads/2014/04/closed_cemeteries.pdf,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0005,﻿church,﻿St. John's,﻿German,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.292841,-76.617988,,,,﻿gab_rumpler_901,﻿Rev.,﻿Gabriel Rumpler,﻿O.S. L.,,,,,,,1842,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0005,﻿church,﻿St. John's,﻿German,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.292841,-76.617988,,,,﻿jos_fey_901,﻿Rev.,﻿Joseph Fey,﻿O.S. L.,,,,,,,1842,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0012,﻿church,﻿St. James',English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.301579,-76.602041,,,,﻿joh_b_gildea_901,﻿Rev.,﻿J. B. Gildea,,,﻿pro. tem.,,,,,1842,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0007,﻿church,﻿St. Joseph's,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,,,,,,﻿edw_damphoux_901,﻿Rev.,﻿Edward Damphoux,﻿D. D.,,,,,,,1842,,,,,﻿,﻿,﻿Baltimore,Baltimore
