instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿cov.ky.0028,﻿church,﻿St. Peter's Church,English,,,,﻿Fayette County,,﻿Lexington,﻿Lexington,﻿KY,,,,,,,﻿edw_mcmahon_901,﻿Rev.,﻿Edw'd. McMahon,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.0028,﻿station,﻿St. Peter's Church,English,,,,﻿Fayette County,,﻿Lexington,﻿Lexington,﻿KY,,,,,﻿attended by Rev. Edw'd. McMahon,,﻿edw_mcmahon_901,﻿Rev.,﻿Edw'd. McMahon,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.0028,﻿station,﻿St. Peter's Church,English,,,,﻿Fayette County,,﻿Lexington,﻿Lexington,﻿KY,,,,,﻿attended by Rev. Edw'd. McMahon,,﻿edw_mcmahon_901,﻿Rev.,﻿Edw'd. McMahon,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.0028,﻿station,﻿St. Peter's Church,English,,,,﻿Fayette County,,﻿Lexington,﻿Lexington,﻿KY,,,,,﻿attended by Rev. Edw'd. McMahon,,﻿edw_mcmahon_901,﻿Rev.,﻿Edw'd. McMahon,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.0028,﻿station,﻿St. Peter's Church,English,,,,﻿Fayette County,,﻿Lexington,﻿Lexington,﻿KY,,,,,﻿attended by Rev. Edw'd. McMahon,,﻿edw_mcmahon_901,﻿Rev.,﻿Edw'd. McMahon,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.0028,﻿station,﻿St. Peter's Church,English,,,,﻿Fayette County,,﻿Lexington,﻿Lexington,﻿KY,,,,,﻿attended by Rev. Edw'd. McMahon,,﻿edw_mcmahon_901,﻿Rev.,﻿Edw'd. McMahon,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.0028,﻿station,﻿St. Peter's Church,English,,,,﻿Fayette County,,﻿Lexington,﻿Lexington,﻿KY,,,,,﻿attended by Rev. Edw'd. McMahon,,﻿edw_mcmahon_901,﻿Rev.,﻿Edw'd. McMahon,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.0056,﻿church,﻿St. Pius' Church,English,,,,﻿Scott County,,,,﻿KY,,,,,,,﻿joh_a_drew_901,﻿Rev.,﻿John A. Drew,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.0023,﻿church,not recorded,English,,,,﻿Franklin County,,﻿Frankfort,,﻿KY,,,,,,,﻿joh_a_drew_901,﻿Rev.,﻿John A. Drew,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.0023,﻿station,not recorded,English,,,,﻿Franklin County,,﻿Frankfort,,﻿KY,,,,,﻿visited by Rev. John A. Drew,,﻿joh_a_drew_901,﻿Rev.,﻿John A. Drew,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.0023,﻿station,not recorded,English,,,,﻿Franklin County,,﻿Frankfort,,﻿KY,,,,,﻿visited by Rev. John A. Drew,,﻿joh_a_drew_901,﻿Rev.,﻿John A. Drew,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.0023,﻿station,not recorded,English,,,,﻿Franklin County,,﻿Frankfort,,﻿KY,,,,,﻿visited by Rev. John A. Drew,,﻿joh_a_drew_901,﻿Rev.,﻿John A. Drew,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.0023,﻿station,not recorded,English,,,,﻿Franklin County,,﻿Frankfort,,﻿KY,,,,,﻿visited by Rev. John A. Drew,,﻿joh_a_drew_901,﻿Rev.,﻿John A. Drew,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.0023,﻿station,not recorded,English,,,,﻿Franklin County,,﻿Frankfort,,﻿KY,,,,,﻿visited by Rev. John A. Drew,,﻿joh_a_drew_901,﻿Rev.,﻿John A. Drew,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.0001,﻿cathedral,﻿St. Mary's,English,,,,,,﻿Covington,,﻿KY,,,,,,,﻿ste_h_montgomery_901,﻿Rev.,﻿Stephen H. Montgomery,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0106,﻿seminary,﻿St. Thomas' Diocesan Seminary,English,,,,,﻿Nelson County,,,﻿KY,,37.766944,-85.483333,,,,﻿wal_s_coomes_901,﻿Rev.,﻿Walter S. Coomes,,﻿President,,﻿student,﻿20 students,,,1839,,﻿https://en.wikipedia.org/wiki/St._Thomas_Church_and_Howard%E2%80%93Flaget_House,"﻿Reading, Writing, Arithmetic, English Grammar, Geography, Book-keeping, Surveying, Mathematics, Latin, Greek and French","﻿Reading, Writing, Arithmetic, English Grammar, Geography, Book-keeping, Surveying, Mathematics, Latin, Greek and French",﻿by the Right Rev. Bishop of Bardstown in 1811,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0106,﻿seminary,﻿St. Thomas' Diocesan Seminary,English,,,,,﻿Nelson County,,,﻿KY,,37.766944,-85.483333,,,,﻿n_percher_901,﻿Rev.,﻿N. Percher,,﻿Professor,,﻿student,﻿20 students,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0106,﻿seminary,﻿St. Thomas' Diocesan Seminary,English,,,,,﻿Nelson County,,,﻿KY,,37.766944,-85.483333,,,,﻿joh_quinn_901,﻿Rev.,﻿John Quinn,,,,﻿student,﻿20 students,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0106,﻿seminary,﻿St. Thomas' Diocesan Seminary,English,,,,,﻿Nelson County,,,﻿KY,,37.766944,-85.483333,,,,﻿cha_blank_901,﻿Rev.,﻿Chas. Blank,,,,﻿student,﻿20 students,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089_92,﻿convent,﻿Dominican Convent,English,,,,﻿Washington County,﻿Washington County,﻿Springfield,﻿Springfield,﻿KY,﻿KY,37.69344761,-85.26339642,,,,﻿jos_jarboe_902,﻿Rev.,﻿Joseph Jarboe,,﻿Prior,﻿the Noviceship for the country is kept here,﻿religious,,﻿[under the direction of] the Dominicans,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089_92,﻿convent,﻿Dominican Convent,English,,,,﻿Washington County,﻿Washington County,﻿Springfield,﻿Springfield,﻿KY,,37.69344761,-85.26339642,,,,﻿tho_polin_901,﻿Rev.,﻿Thomas Polin,,﻿Master of Novices,,﻿religious,,﻿[under the direction of] the Dominicans,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089_92,﻿convent,﻿Dominican Convent,English,,,,﻿Washington County,﻿Washington County,﻿Springfield,﻿Springfield,﻿KY,,37.69344761,-85.26339642,,,,﻿cha_d_bowling_901,﻿Rev.,﻿Charles D. Bowling,,﻿Procurator,,﻿religious,,﻿[under the direction of] the Dominicans,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089_92,﻿convent,﻿Dominican Convent,English,,,,﻿Washington County,﻿Washington County,﻿Springfield,﻿Springfield,﻿KY,,37.69344761,-85.26339642,,,,﻿sam_montgomery_901,﻿Rev.,﻿Samuel Montgomery,,,,﻿religious,,﻿[under the direction of] the Dominicans,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089_92,﻿convent,﻿Dominican Convent,English,,,,﻿Washington County,﻿Washington County,﻿Springfield,﻿Springfield,﻿KY,,37.69344761,-85.26339642,,,,﻿j_v_bullock_901,﻿Rev.,﻿J. V. Bullock,,,,﻿religious,,﻿[under the direction of] the Dominicans,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089_92,﻿convent,﻿Dominican Convent,English,,,,﻿Washington County,﻿Washington County,﻿Springfield,﻿Springfield,﻿KY,,37.69344761,-85.26339642,,,,﻿j_h_mcgrady_902,﻿Rev.,﻿J. H. McGrady,,,,﻿religious,,﻿[under the direction of] the Dominicans,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0105,﻿college,﻿St. Joseph's College,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,﻿KY,37.81142142,-85.47126817,,,,﻿mar_j_spalding_901,﻿Rev.,﻿Martin J. Spalding,﻿D.D.,﻿President,,﻿pupils,﻿100 pupils,,,1839,,"﻿No longer an active institution, now a whiskey museum. Here is info on its history: https://www.jesuits.org/our-work/shmr/what-we-have-learned/st-josephs-college-bardstown-kentucky/ ; https://en.wikipedia.org/wiki/Spalding_Hall","﻿The branches actually taught, are the languages, viz: Latin, Greek, French and Spanish, Mathematics, Latin and English Versification: Rhetoric, including composition and elocution, Mental Philosophy, Natural Philosophy, including the elements of Chemistry, Pneumatics, Electricity, Experimental Philosophy, History and Geography, with the use of the maps and globes, are taught with particular attention.",,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0105,﻿college,﻿St. Joseph's College,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81142142,-85.47126817,,,,﻿jam_m_lancaster_901,﻿Rev.,﻿James M. Lancaster,,﻿Vice President,,﻿pupils,﻿100 pupils,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0105,﻿college,﻿St. Joseph's College,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81142142,-85.47126817,,,,﻿edw_a_clark_901,﻿Rev.,﻿Edward A. Clark,,﻿Prof. of Nat. Philosophy,,﻿pupils,﻿100 pupils,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0105,﻿college,﻿St. Joseph's College,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81142142,-85.47126817,,,,﻿wil_e_clark_901,﻿Rev.,﻿William E. Clark,,﻿Prof. of Greek,,﻿pupils,﻿100 pupils,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0105,﻿college,﻿St. Joseph's College,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81142142,-85.47126817,,,,﻿lin_coomes_901,﻿Rev.,﻿Linus Coomes,,﻿Prof. of Rhetoric and Languages,,﻿pupils,﻿100 pupils,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0105,﻿college,﻿St. Joseph's College,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81142142,-85.47126817,,,,﻿ant_ganilh_901,﻿Rev.,﻿Anthony Ganilh,,﻿Prof. of French and Spanish,,﻿pupils,﻿100 pupils,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0105,﻿college,﻿St. Joseph's College,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81142142,-85.47126817,,,,﻿ben_i_spalding_901,﻿Rev.,﻿Benedict I. Spalding,﻿D.D.,﻿Agent,,﻿pupils,﻿100 pupils,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012,﻿college,﻿St. Mary's Seminary,English,,,,﻿Washington County,﻿Marion County,,﻿Lebanon,﻿KY,﻿KY,37.56946499,-85.34408288,,,,﻿pet_chazelle_901,﻿Rev.,﻿Peter Chazelle,﻿S.J.,﻿President,,﻿student,﻿100 students,,,1839,,﻿NOTE: THIS LOCATION SHIFTS BACK AND FORTH BETWEEN BEING DESCRIBED AS A SEMINARY VS AS A COLLEGE (DESPITE BEING THE SAME PLACE) https://en.wikipedia.org/wiki/St._Mary%27s_College_(Kentucky) ; https://explorekyhistory.ky.gov/items/show/260,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012,﻿college,﻿St. Mary's Seminary,English,,,,﻿Washington County,﻿Marion County,,﻿Lebanon,﻿KY,,37.56946499,-85.34408288,,,,﻿wm_murphy_901,﻿Rev.,﻿Wm. Murphy,﻿S.J.,﻿Vice President,,﻿student,﻿100 students,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012,﻿college,﻿St. Mary's Seminary,English,,,,﻿Washington County,﻿Marion County,,﻿Lebanon,﻿KY,,37.56946499,-85.34408288,,,,﻿tho_legouais_901,﻿Rev.,﻿Thomas Legouais,﻿S.J.,﻿Professor,,﻿student,﻿100 students,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012,﻿college,﻿St. Mary's Seminary,English,,,,﻿Washington County,﻿Marion County,,﻿Lebanon,﻿KY,,37.56946499,-85.34408288,,,,﻿vit_giles_901,﻿Rev.,﻿Vital Giles,﻿S.J.,﻿Professor,,﻿student,﻿100 students,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012,﻿college,﻿St. Mary's Seminary,English,,,,﻿Washington County,﻿Marion County,,﻿Lebanon,﻿KY,,37.56946499,-85.34408288,,,,﻿lew_petit_901,﻿Rev.,﻿Lewis Petit,﻿S.J.,﻿Professor,,﻿student,﻿100 students,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012,﻿college,﻿St. Mary's Seminary,English,,,,﻿Washington County,﻿Marion County,,﻿Lebanon,﻿KY,,37.56946499,-85.34408288,,,,﻿f_x_evremond_901,﻿Rev.,﻿F. X. Evremond,﻿S.J.,﻿Professor,,﻿student,﻿100 students,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012,﻿college,﻿St. Mary's Seminary,English,,,,﻿Washington County,﻿Marion County,,﻿Lebanon,﻿KY,,37.56946499,-85.34408288,,,,﻿f_fouche_901,﻿Rev.,﻿F. Fouche,﻿S.J.,﻿Professor,,﻿student,﻿100 students,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012,﻿seminary,﻿Mount Merino Seminary,English,﻿Literary institution,,"﻿on the Stage Road, ten miles  from Brandenburg, and fourteen from Hardinsburg",﻿Washington County,﻿Marion County,﻿Mount Merino,﻿Lebanon,﻿KY,,37.89651705,-86.2842437,,,,,,,,,,﻿student,﻿100 students,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012,﻿academy,﻿Academy for Boys,English,﻿Literary institution,,"﻿on the Stage Road, ten miles  from Brandenburg, and fourteen from Hardinsburg",﻿Washington County,﻿Marion County,﻿Louisville,﻿Lebanon,﻿KY,,37.89651705,-86.2842437,,,,,,,,,,﻿pupils,﻿50 pupils,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0118,﻿academy,﻿Female Academy of Nazareth,English,,﻿Nazareth [community],,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,﻿KY,37.85131853,-85.4734955,,,,,,,,,,﻿student,﻿118 pupils,﻿Conducted by the Sisters of Charity,,1839,,﻿https://nazareth.org/about/ ; https://www.kyhistory.com/digital/collection/PH/id/695/,"﻿Reading, Writing, Arithmetic, English Grammar, Geography, (with the use of the Globes,) History, Rhetoric, Botany, Natural Philosophy, including the principles of Astronomy; Opticks, Chemistry, &c.; Plain Sewing, Marking, Needlework, Drawing, Painting, Music, and the French Language. This last branch, to wit, (the French Language,) is taught with the greatest correctness, both as to grammar and pronunciation, there being actually in the institution several French sisters, besides others who understand and speak the language very correctly. A course of lectures on Rhetoric and Philosophy, (Natural and Moral,) shall be annually given by the Professor of St. Joseph's College. Lessons and Exercises in polite English Literature, will also be occasionally given.","﻿Reading, Writing, Arithmetic, English Grammar, Geography, (with the use of the Globes,) History, Rhetoric, Botany, Natural Philosophy, including the principles of Astronomy; Opticks, Chemistry, &c.; Plain Sewing, Marking, Needlework, Drawing, Painting, Music, and the French Language. This last branch, to wit, (the French Language,) is taught with the greatest correctness, both as to grammar and pronunciation, there being actually in the institution several French sisters, besides others who understand and speak the language very correctly. A course of lectures on Rhetoric and Philosophy, (Natural and Moral,) shall be annually given by the Professor of St. Joseph's College. Lessons and Exercises in polite English Literature, will also be occasionally given.",,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0121,﻿school,﻿Female School of St. Vincent of Paul,English,,﻿four miles and a half from Morganfield,,﻿Union County,,,,﻿KY,,37.6846318,-87.9179147,,,,,,,,,,﻿Sisters,﻿7 sisters,,,1839,,,"﻿The branches taught are as follows: Reading, Writing, Arithmetic, English Grammar, Geography, History; Plain and Fancy Needle-Work, Marking, Lace-Work, Bead-Work, &c.; Drawing and Painting in water colors; Music on the Piano Forte; also, Vocal Music.","﻿The branches taught are as follows: Reading, Writing, Arithmetic, English Grammar, Geography, History; Plain and Fancy Needle-Work, Marking, Lace-Work, Bead-Work, &c.; Drawing and Painting in water colors; Music on the Piano Forte; also, Vocal Music.",,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0121,﻿school,﻿Female School of St. Vincent of Paul,English,,﻿four miles and a half from Morganfield,,﻿Union County,,,,﻿KY,,37.6846318,-87.9179147,,,,,,,,,,﻿boarders,﻿35 boarders,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.9000,﻿academy,﻿Female Academy,English,,,,,,﻿Lexington,,﻿KY,,,,,,,,,,,,,﻿Sisters,﻿7 sisters,﻿Conducted by the Sisters of Charity,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.9000,﻿academy,﻿Female Academy,English,,,,,,﻿Lexington,,﻿KY,,,,,,,,,,,,,﻿boarders,﻿30 boarders,﻿Conducted by the Sisters of Charity,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.9000,﻿academy,﻿Female Academy,English,,,,,,﻿Lexington,,﻿KY,,,,,,,,,,,,,﻿day scholars,﻿30 day scholars,﻿Conducted by the Sisters of Charity,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9029,﻿academy,﻿Female Academy,English,,,,,,﻿Louisville,,﻿KY,,,,,,,,,,,,,﻿Sisters,﻿5 sisters,﻿Conducted by the Sisters of Charity,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9029,﻿academy,﻿Female Academy,English,,,,,,﻿Louisville,,﻿KY,,,,,,,,,,,,,﻿pupils,﻿75 pupils,﻿Conducted by the Sisters of Charity,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9013,﻿convent,﻿Convent of Gethsemani,English,,,,,﻿Nelson County,,﻿Trappist,﻿KY,﻿KY,37.66453035,-85.52900423,,,,,,,,,,﻿Sisters,﻿13 sisters,,,1839,﻿https://monks.org/,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9013_02,﻿school,﻿Female School of Gethsemani,English,,,,,﻿Nelson County,,﻿Trappist,﻿KY,﻿KY,37.66453035,-85.52900423,,,,,,,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9021,﻿academy,﻿Loretto Literary and Benevolent Institution,English,,,"﻿on the road from Bardstown to Lebanon, twelve miles from the former and six from St. Mary's college",﻿Washington County,﻿Marion County,﻿Loretto,﻿Nerinx,﻿KY,﻿KY,37.65963579,-85.39593267,,,,,,,,,,,,,,1839,,,"﻿Reading, Writing, Arithmetic, English Grammar, Geography with the use of Maps and Globes, History, Ancient and Modern, with Chronology and Mythology, Rhetoric and Composition, Botany, Optics and the Elements of Mechanics, Hydrostatics and Astronomy, Chemistry and Natural Philosophy, the French Language, Needle work, plain and fancy, Marking, Lace and Bead work, Drawing and Painting in water colors, Crayon Drawing, Painting on Satin and Velvet, Music, Vocal and on the Piano Forte.","﻿Reading, Writing, Arithmetic, English Grammar, Geography with the use of Maps and Globes, History, Ancient and Modern, with Chronology and Mythology, Rhetoric and Composition, Botany, Optics and the Elements of Mechanics, Hydrostatics and Astronomy, Chemistry and Natural Philosophy, the French Language, Needle work, plain and fancy, Marking, Lace and Bead work, Drawing and Painting in water colors, Crayon Drawing, Painting on Satin and Velvet, Music, Vocal and on the Piano Forte.",,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9022,﻿convent,not recorded,English,,﻿Bethlehem,,,,﻿Elizabethtown,,﻿KY,,37.69995457,-85.87335513,,,,,,,,,,﻿Sisters,﻿12 Sisters,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9022_02,﻿female academy,not recorded,English,,﻿Bethlehem,,,,﻿Elizabethtown,,﻿KY,,37.69995457,-85.87335513,,,,,,,,,,﻿boarding pupils,﻿35 boarding pupils,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9034,﻿convent,﻿Convent of Holy Mary,English,,,,﻿Washington County,﻿Marion County,﻿Loretto,﻿Nerinx,﻿KY,﻿KY,37.65963579,-85.39593267,,,,,,,,,,﻿Sisters,﻿15 sisters,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012_02,﻿academy,﻿female academy,English,,,,﻿Washington County,﻿Marion County,﻿Loretto,﻿Nerinx,﻿KY,﻿KY,37.65963579,-85.39593267,,,,,,,,,,﻿pupils,﻿25 pupils,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089_93,﻿convent,﻿St. Magdalen's Convent,English,﻿under the immediate inspection of the Rev. Gentlemen of St. Rose,﻿[at St. Rose],,﻿Washington County,﻿Washington County,,﻿Springfield,﻿KY,﻿KY,37.69318504,-85.26238897,,,,,,,,﻿Lady Superior,,,,﻿under the direction of the Nuns of St. Dominick,,1839,﻿https://oppeace.org/who-we-are/history/,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089_93,﻿school,﻿St. Magdalen's Convent,English,﻿attached to the German church at Louisville,﻿[at St. Rose],,﻿Washington County,﻿Washington County,﻿Louisville,﻿Springfield,﻿KY,,37.69318504,-85.26238897,,,,,,,,,,﻿pupils,﻿125 pupils,﻿under the direction of the Nuns of St. Dominick,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9033,﻿asylum,﻿Orphan Asylum,English,,,,,,﻿Louisville,,﻿KY,,,,,,,,,,,,,﻿orphans,﻿42 orphans,﻿under the care of the Sisters of Charity,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9033_02,﻿infirmary,﻿Infirmary,English,,,,,,﻿Louisville,,﻿KY,,,,,,,,,,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
