instID,placeName,orig,reg,sic,corr,city,Cleaned city name,state,Address,Latitude,Longitude,year,church_type,instName,language,instNote,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingPersID,attendingChurch,attendingChurchFrequency,attendingChurchNote,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,diocese,diocese_reg
﻿Cathedral Chapel of the Holy Cross,﻿(new cathedral building),,,,,﻿Boston,﻿Boston,﻿MA,"﻿Cathedral Chapel of the Holy Cross, (new cathedral building), Boston, MA",42.3600825,-71.0588801,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's,﻿Endicott street,,,,,﻿Boston,﻿Boston,﻿MA,"﻿St. Mary's, Endicott street, Boston, MA",42.3650568,-71.0573808,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Patrick's,,,,,,﻿Boston,﻿Boston,﻿MA,"﻿St. Patrick's, , Boston, MA",42.3600825,-71.0588801,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. James',,,,,,﻿Boston,﻿Boston,﻿MA,"﻿St. James', , Boston, MA",42.3268325,-71.0868246,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Holy Trinity,,,,,,﻿Boston,﻿Boston,﻿MA,"﻿Holy Trinity, , Boston, MA",42.3600825,-71.0588801,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Vincent's,,,,,,﻿Boston,﻿Boston,﻿MA,"﻿St. Vincent's, , Boston, MA",42.3676619,-71.0911235,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Stephen's,,,,,,﻿Boston,﻿Boston,﻿MA,"﻿St. Stephen's, , Boston, MA",42.3403858,-71.0737797,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Immaculate Conception,,,,,,﻿Boston,﻿Boston,﻿MA,"﻿Immaculate Conception, , Boston, MA",42.3368175,-71.0731746,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Joseph's,,,,,,﻿Boston,﻿Boston,﻿MA,"﻿St. Joseph's, , Boston, MA",42.3665655,-71.052568,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿SS. Peter and Paul,,,,,,﻿Boston,﻿Boston,﻿MA,"﻿SS. Peter and Paul, , Boston, MA",42.3600825,-71.0588801,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Gate of Heaven,﻿City Point,,,,,﻿Boston,﻿Boston,﻿MA,"﻿Gate of Heaven, City Point, Boston, MA",42.3355553,-71.0304329,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Augustine's,﻿(new church building),,,,,﻿Boston,﻿Boston,﻿MA,"﻿St. Augustine's, (new church building), Boston, MA",42.3354844,-71.0304939,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Most Holy Redeemer,,,,,,﻿Boston,﻿Boston,﻿MA,"﻿Most Holy Redeemer, , Boston, MA",42.3714866,-71.0403364,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Our Lady of the Assumption,﻿(church building),,,,,﻿Boston,﻿Boston,﻿MA,"﻿Our Lady of the Assumption, (church building), Boston, MA",42.366432,-71.033547,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Joseph's,﻿Boston Highlands,,,,,﻿Boston,﻿Boston,﻿MA,"﻿St. Joseph's, Boston Highlands, Boston, MA",42.3261495,-71.0928603,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Francis de Sales,﻿Boston Highlands,,,,,﻿Boston,﻿Boston,﻿MA,"﻿St. Francis de Sales, Boston Highlands, Boston, MA",42.3812526,-71.0665368,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Gregory,﻿Dorchester,,,,,﻿Boston,﻿Boston,﻿MA,"﻿St. Gregory, Dorchester, Boston, MA",42.2749626,-71.0676388,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Star of the Sea,﻿East Boston,,,,,﻿Boston,﻿Boston,﻿MA,"﻿Star of the Sea, East Boston, Boston, MA",42.3800079,-71.0254241,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Chapel of the Blessed Virgin,,,,,,﻿Boston,﻿Boston,﻿MA,"﻿Chapel of the Blessed Virgin, , Boston, MA",42.3600825,-71.0588801,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Joseph's Chapel,,,,,,﻿Boston,﻿Boston,﻿MA,"﻿St. Joseph's Chapel, , Boston, MA",42.3333975,-71.1739862,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's Chapel for the Italians,,,,,,﻿Boston,﻿Boston,﻿MA,"﻿St. Mary's Chapel for the Italians, , Boston, MA",42.3600825,-71.0588801,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Chapel of the New Cathedral,﻿corner of Washington and Union Park street,,,,,﻿Boston,﻿Boston,﻿MA,"﻿Chapel of the New Cathedral, corner of Washington and Union Park street, Boston, MA",42.3413311,-71.0696491,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Chapel of Berkeley Street Academy,,,,,,﻿Boston,﻿Boston,﻿MA,"﻿Chapel of Berkeley Street Academy, , Boston, MA",42.3504366,-71.0726569,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Guardian Angel Chapel,,,,,,﻿Boston,﻿Boston,﻿MA,"﻿Guardian Angel Chapel, , Boston, MA",42.3600825,-71.0588801,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Chapel of the Good Shepherd,,,,,,﻿Boston,﻿Boston,﻿MA,"﻿Chapel of the Good Shepherd, , Boston, MA",42.3600825,-71.0588801,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's Chapel,,,,,,﻿Boston,﻿Boston,﻿MA,"﻿St. Mary's Chapel, , Boston, MA",42.3370961,-71.1705266,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Bridget's,,,,,,﻿Abington,﻿Abington,﻿MA,"﻿St. Bridget's, , Abington, MA",42.1161185,-70.9371719,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Francis,,,,,,﻿North Adams,﻿North Adams,﻿MA,"﻿St. Francis, , North Adams, MA",42.700915,-73.1087148,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿new church,,,,,,﻿South Adams,﻿South Adams,﻿MA,"﻿new church, , South Adams, MA",42.6186108,-73.1140596,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Joseph's,﻿Boston Highlands,,,,,﻿Amesbury,﻿Amesbury,﻿MA,"﻿St. Joseph's, , Amesbury, MA",42.8422459,-70.9338355,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Augustine's,﻿(new church building),,,,,﻿Andover,﻿Andover,﻿MA,"﻿St. Augustine's, , Andover, MA",42.6533265,-71.1409366,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿(church building),,,,,,﻿North Andover,﻿North Andover,﻿MA,"﻿(church building), , North Andover, MA",42.6997509,-71.1272506,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿(church building),,,,,,﻿Arlington,﻿Arlington,﻿MA,"﻿(church building), , Arlington, MA",42.4153925,-71.1564729,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿(church building),,,,,,﻿Amherst,﻿Amherst,﻿MA,"﻿, , Amherst, MA",42.3732216,-72.5198537,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Bridget's,,,,,,﻿Assabet,﻿Assabet,﻿MA,"﻿St. Bridget's, , Assabet, MA",42.4072107,-71.3824374,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Catharine's,,,,,,﻿Athol,﻿Athol,﻿MA,"﻿St. Catharine's, , Athol, MA",42.5601474,-72.245275,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's,﻿Endicott street,,,,,﻿Attleboro,﻿Attleboro,﻿MA,"﻿St. Mary's, , Attleboro, MA",41.9445441,-71.2856082,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's,﻿Endicott street,,,,,﻿Barnstable,﻿Barnstable,﻿MA,"﻿, , Barnstable, MA",41.7003208,-70.3002024,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Joseph's,﻿Boston Highlands,,,,,﻿Barre,﻿Barre,﻿MA,"﻿St. Joseph's, , Barre, MA",42.4213896,-72.1046822,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Joseph's,﻿Boston Highlands,,,,,﻿Becket,﻿Becket,﻿MA,"﻿, , Becket, MA",42.3319904,-73.0829366,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Joseph's,﻿Boston Highlands,,,,,﻿Beverly,﻿Beverly,﻿MA,"﻿, , Beverly, MA",42.5584283,-70.880049,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Andrew's,,,,,,﻿Billerica,﻿Billerica,﻿MA,"﻿St. Andrew's, , Billerica, MA",42.5865028,-71.2876627,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Paul's,,,,,,﻿Blackstone,﻿Blackstone,﻿MA,"﻿St. Paul's, , Blackstone, MA",42.0148543,-71.538262,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Luke's,,,,﻿West Boyleston,﻿West Boylston,,﻿West Boylston,,"﻿St. Luke's, , West Boylston,",42.3667589,-71.785627,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Luke's,,,,,,﻿Braintree,﻿Braintree,﻿MA,"﻿, , Braintree, MA",42.2079017,-71.0040013,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Patrick's,,,,,,﻿North Bridgewater,﻿North Bridgewater,﻿MA,"﻿St. Patrick's, , North Bridgewater, MA",41.9903519,-70.9750541,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Thomas Aquinas',,,,,,﻿South Bridgewater,﻿South Bridgewater,﻿MA,"﻿St. Thomas Aquinas', , South Bridgewater, MA",41.9976238,-70.9882017,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Columba,,,,,,﻿Brighton,﻿Brighton,﻿MA,"﻿St. Columba, , Brighton, MA",42.3489143,-71.1604919,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Joseph's,﻿Boston Highlands,,,,,﻿North Brookfield,﻿North Brookfield,﻿MA,"﻿St. Joseph's, , North Brookfield, MA",42.2801208,-72.0916984,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Assumption,,,,,,﻿Brookline,﻿Brookline,﻿MA,"﻿Assumption, , Brookline, MA",42.3317642,-71.1211635,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Peter's,,,,,,﻿Cambridge,﻿Cambridge,﻿MA,"﻿St. Peter's, , Cambridge, MA",42.3815709,-71.1300768,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. John's,﻿East Cambridge,,,,,﻿Cambridge,﻿Cambridge,﻿MA,"﻿St. John's, East Cambridge, Cambridge, MA",42.3686043,-71.0773939,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's,﻿Cambridgeport,,,,,﻿Cambridge,﻿Cambridge,﻿MA,"﻿St. Mary's, Cambridgeport, Cambridge, MA",42.3710454,-71.1010507,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's,﻿Cambridgeport,,,,,﻿Canton,﻿Canton,﻿MA,"﻿St. Mary's, , Canton, MA",42.1584324,-71.1447732,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's,﻿Cambridgeport,,,,,﻿Charlestown,﻿Charlestown,﻿MA,"﻿St. Mary's, , Charlestown, MA",42.373967,-71.061543,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Francis de Sales,﻿Boston Highlands,,,,,﻿Charlestown,﻿Charlestown,﻿MA,"﻿St. Francis de Sales, , Charlestown, MA",42.3812526,-71.0665368,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. John the Evangelist,,,,,,﻿Chelmsford,﻿Chelmsford,﻿MA,"﻿St. John the Evangelist, , Chelmsford, MA",42.6354797,-71.3732491,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Rose,,,,,,﻿Chelsea,﻿Chelsea,﻿MA,"﻿St. Rose, , Chelsea, MA",42.3942219,-71.0309434,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Assumption,,,,,,﻿Cheshire,﻿Cheshire,﻿MA,"﻿Assumption, , Cheshire, MA",42.5620278,-73.162881,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Most Holy Name of Jesus,,,,,,﻿Chicopee,﻿Chicopee,﻿MA,"﻿Most Holy Name of Jesus, , Chicopee, MA",42.1464197,-72.6055811,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. John's,﻿East Cambridge,,,,,﻿Clinton,﻿Clinton,﻿MA,"﻿St. John's, , Clinton, MA",42.4164766,-71.6862805,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. John's,﻿East Cambridge,,,,,﻿Cohasset,﻿Cohasset,﻿MA,"﻿, , Cohasset, MA",42.2417675,-70.8036544,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Bernard's,,,,,,﻿Concord,﻿Concord,﻿MA,"﻿St. Bernard's, , Concord, MA",42.4603719,-71.3489484,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Visitation,,,,,,﻿Danvers,﻿Danvers,﻿MA,"﻿Visitation, , Danvers, MA",42.5750009,-70.932122,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Visitation,,,,,,﻿Dartmouth,﻿Dartmouth,﻿MA,"﻿, , Dartmouth, MA",41.6130323,-70.9704787,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's,﻿Cambridgeport,,,,,﻿Dedham,﻿Dedham,﻿MA,"﻿St. Mary's, , Dedham, MA",42.2482218,-71.1666804,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Catharine's,,﻿South Dedham,﻿Dedham,,,,﻿South Dedham,﻿MA,"﻿St. Catharine's, , South Dedham, MA",42.2436085,-71.1676536,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Catharine's,,,,,,﻿Deerfield,﻿Deerfield,﻿MA,"﻿, , Deerfield, MA",42.5445588,-72.6056435,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Catharine's,,,,,,﻿Dighton,﻿Dighton,﻿MA,"﻿, , Dighton, MA",41.843859,-71.1567344,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
