instID,placeName,orig,reg,sic,corr,city,Cleaned city name,state,Address,Latitude,Longitude,year,church_type,instName,language,instNote,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingPersID,attendingChurch,attendingChurchFrequency,attendingChurchNote,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,diocese,diocese_reg
﻿St. Peter's,,,,,,﻿Shrewsbury,﻿Shrewsbury,﻿MA,"﻿, , Shrewsbury, MA",42.2959267,-71.7128471,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Peter's,,,,,,﻿Somerville,﻿Somerville,﻿MA,"﻿, , Somerville, MA",42.3875968,-71.0994968,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Peter's,,,,,,﻿Southbridge,﻿Southbridge,﻿MA,"﻿St. Peter's, , Southbridge, MA",42.0751065,-72.0333905,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's,﻿(new church building),,,,,﻿Spencer,﻿Spencer,﻿MA,"﻿St. Mary's, , Spencer, MA",42.2439682,-71.9922867,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Michael's,,,,,,﻿Springfield,﻿Springfield,﻿MA,"﻿St. Michael's, , Springfield, MA",42.094454,-72.538942,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Annunciation,,,,,,﻿Stockbridge,﻿Stockbridge,﻿MA,"﻿Annunciation, , Stockbridge, MA",42.2875874,-73.3203862,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Patrick's,,,,,,﻿Stoneham,﻿Stoneham,﻿MA,"﻿St. Patrick's, , Stoneham, MA",42.4828062,-71.0986894,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿(church building),﻿Roxbury,,,,,﻿Stoneville,﻿Stoneville,﻿MA,"﻿(church building), , Stoneville, MA",42.5960161,-72.3834124,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Immaculate Conception,,,,,,﻿Stoughton,﻿Stoughton,﻿MA,"﻿Immaculate Conception, , Stoughton, MA",42.1254771,-71.1085252,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. George's,,,,,,﻿Saxonville,﻿Saxonville,﻿MA,"﻿St. George's, , Saxonville, MA",42.3264843,-71.399505,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿Holy Family,,﻿Squabetty,﻿Raynham,,,,﻿Raynham,﻿MA,"﻿Holy Family, , Raynham, MA",41.9487077,-71.0731162,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's,﻿(new church building),,,,,﻿Taunton,﻿Taunton,﻿MA,"﻿St. Mary's, , Taunton, MA",41.9069652,-71.0926447,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Martin's,,,,,,﻿Templeton,﻿Templeton,﻿MA,"﻿St. Martin's, , Templeton, MA",42.5984507,-72.0524517,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Martin's,,,,,,﻿Tewksbury,﻿Tewksbury,﻿MA,"﻿, , Tewksbury, MA",42.6106478,-71.2342248,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Martin's,﻿Martha's Vineyard,,,,,﻿Tisbury,﻿Tisbury,﻿MA,"﻿, Martha's Vineyard, Tisbury, MA",41.4556409,-70.6005596,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Ann's,,﻿Thorndyke,﻿Palmer,,,,﻿Palmer,﻿MA,"﻿St. Ann's, , Palmer, MA",42.1584103,-72.3286869,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's,﻿(new church building),,,,,﻿Uxbridge,﻿Uxbridge,﻿MA,"﻿St. Mary's, , Uxbridge, MA",42.0779986,-71.6250145,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's,﻿(new church building),,,,,﻿Upton,﻿Upton,﻿MA,"﻿, , Upton, MA",42.1744878,-71.6022583,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's,﻿(new church building),,,,,﻿Wakefield,﻿Wakefield,﻿MA,"﻿St. Mary's, , Wakefield, MA",42.5018307,-71.0750488,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's,﻿(new church building),,,,,﻿Walpole,﻿Walpole,﻿MA,"﻿, , Walpole, MA",42.1470851,-71.2517835,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's,﻿(new church building),,,,,﻿Walthan,﻿Walthan,﻿MA,"﻿St. Mary's, , Walthan, MA",42.3794214,-71.2378511,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. William's,,,,,,﻿Ware,﻿Ware,﻿MA,"﻿St. William's, , Ware, MA",42.2598457,-72.2398566,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Patrick's,,,,,,﻿Wareham,﻿Wareham,﻿MA,"﻿St. Patrick's, , Wareham, MA",41.757061,-70.7168327,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Patrick's,,,,,,﻿Warren,﻿Warren,﻿MA,"﻿, , Warren, MA",42.2125423,-72.191185,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Patrick's,,,,,,﻿Watertown,﻿Watertown,﻿MA,"﻿St. Patrick's, , Watertown, MA",42.3678137,-71.1893388,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Louis',,,,,,﻿Webster,﻿Webster,﻿MA,"﻿St. Louis', , Webster, MA",42.0498207,-71.8782187,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿(new church),,,,,,﻿Westboro,﻿Westboro,﻿MA,"﻿(new church), , Westboro, MA",42.269172,-71.618468,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Mary's,﻿(new church building),,,,,﻿Westfield,﻿Westfield,﻿MA,"﻿St. Mary's, , Westfield, MA",42.1245897,-72.7462771,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Francis Xavier's,,,,,,﻿Weymouth,﻿Weymouth,﻿MA,"﻿St. Francis Xavier's, , Weymouth, MA",42.2180724,-70.9410356,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Francis Xavier's,,,,,,﻿Wilbraham,﻿Wilbraham,﻿MA,"﻿, , Wilbraham, MA",42.1237206,-72.431586,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Francis Xavier's,,,,,,﻿Winchendon,﻿Winchendon,﻿MA,"﻿, , Winchendon, MA",42.6871009,-72.0439529,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Charles',,,,,,﻿Woburn,﻿Woburn,﻿MA,"﻿St. Charles', , Woburn, MA",42.4766011,-71.1509813,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. John's,﻿East Cambridge,,,,,﻿Worcester,﻿Worcester,﻿MA,"﻿St. John's, , Worcester, MA",42.2422911,-71.8228639,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Ann's,,,,,,﻿Worcester,﻿Worcester,﻿MA,"﻿St. Ann's, , Worcester, MA",42.157506,-71.8822018,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Paul's,﻿(church building),,,,,﻿Worcester,﻿Worcester,﻿MA,"﻿St. Paul's, (church building), Worcester, MA",42.2625932,-71.8022934,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Paul's,﻿(church building),,,,,﻿Worcester,﻿Worcester,﻿MA,"﻿, , Worcester, MA",42.2625932,-71.8022934,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Paul's,﻿(church building),,,,,﻿Wrentham,﻿Wrentham,﻿MA,"﻿, , Wrentham, MA",42.0667652,-71.3281114,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
﻿St. Paul's,﻿(church building),,,,,﻿Yarmouth,﻿Yarmouth,﻿MA,"﻿, , Yarmouth, MA",41.7056291,-70.2286681,1870,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,﻿,Boston
