instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿cha.sc.0001,﻿cathedral,﻿Cathedral of St. Finbar,English,"﻿Sundays and holydays, the communion mass is at 7 A.M.; the high mass and sermon at 10 1/2 A.M.; vespers 3 1/2 P.M. in winter, and at 4 or 4 1/2 P.M. in summer; catechism for white children at 9 A.M., for colored children after vespers; daily mass at 7 A.M.",,,,﻿Charleston County,﻿Charleston,﻿Charleston,﻿SC,﻿SC,32.776427,-79.934539,,,,﻿ric_s_baker_001,﻿V. Rev.,﻿R. S. Baker,,﻿Pastor,,,,,,1841,﻿https://en.wikipedia.org/wiki/Cathedral_of_Saint_John_and_Saint_Finbar ; https://charlestoncathedral.com/history/,,,﻿,﻿,﻿Charleston,Charleston
﻿cha.sc.0001,﻿cathedral,﻿Cathedral of St. Finbar,English,"﻿Sundays and holydays, the communion mass is at 7 A.M.; the high mass and sermon at 10 1/2 A.M.; vespers 3 1/2 P.M. in winter, and at 4 or 4 1/2 P.M. in summer; catechism for white children at 9 A.M., for colored children after vespers; daily mass at 7 A.M.",,,,﻿Charleston County,﻿Charleston,﻿Charleston,﻿SC,,32.776427,-79.934539,,,,﻿t_j_o-sullivan_901,﻿Rev.,﻿T. J. O'Sullivan,,﻿Assistant,,,,,,1841,,,,﻿,﻿,﻿Charleston,Charleston
﻿cha.sc.0002,﻿church,﻿St. Mary's,English,"﻿Sundays and holydays, the communion mass is at 7 A.M.; the high mass and sermon at 10 1/2 A.M.; vespers 3 1/2 P.M. in winter, and at 4 or 4 1/2 P.M. in summer; catechism for white children at 9 A.M., for colored children after vespers; daily mass at 7 A.M.",,,,﻿Charleston County,﻿Charleston,﻿Charleston,﻿SC,﻿SC,32.781891,-79.932866,,,,﻿ric_s_baker_001,﻿Rev.,﻿R. S. Baker,,﻿Vicar,,,,,,1841,﻿https://www.sma.church/our-history.html,,,﻿,﻿,﻿Charleston,Charleston
﻿cha.sc.0002,﻿church,﻿St. Mary's,English,"﻿Sundays and holydays, the communion mass is at 7 A.M.; the high mass and sermon at 10 1/2 A.M.; vespers 3 1/2 P.M. in winter, and at 4 or 4 1/2 P.M. in summer; catechism for white children at 9 A.M., for colored children after vespers; daily mass at 7 A.M.",,,,﻿Charleston County,﻿Charleston,﻿Charleston,﻿SC,,32.781891,-79.932866,,,,﻿wm_burke_901,﻿Rev.,﻿Wm. Burke,,﻿Assistant,,,,,,1841,,,,﻿,﻿,﻿Charleston,Charleston
﻿cha.sc.0003,﻿church,﻿St. Patrick's,English,"﻿Sundays and holydays, the communion mass is at 7 A.M.; the high mass and sermon at 10 1/2 A.M.; vespers 3 1/2 P.M. in winter, and at 4 or 4 1/2 P.M. in summer; catechism for white children at 9 A.M., for colored children after vespers; daily mass at 7 A.M.",﻿Charleston Neck,,,﻿Charleston County,﻿Charleston,﻿Charleston,﻿SC,﻿SC,32.788225,-79.940392,,,,﻿pat_oneill_902,﻿Rev.,﻿Patrick O'Neill,,﻿Pastor,,,,,,1841,﻿https://www.stpatrickcharleston.org/history,,,﻿,﻿,﻿Charleston,Charleston
﻿cha.sc.0003,﻿church,﻿St. Patrick's,English,"﻿Sundays and holydays, the communion mass is at 7 A.M.; the high mass and sermon at 10 1/2 A.M.; vespers 3 1/2 P.M. in winter, and at 4 or 4 1/2 P.M. in summer; catechism for white children at 9 A.M., for colored children after vespers; daily mass at 7 A.M.",﻿Charleston Neck,,,﻿Charleston County,﻿Charleston,﻿Charleston,﻿SC,,32.788225,-79.940392,,,,﻿j_f_gifford_901,﻿Rev.,﻿F. Gifford,,﻿General assistant for the city and its vicinity,,,,,,1841,,,,﻿,﻿,﻿Charleston,Charleston
﻿cha.sc.0003,﻿church,﻿St. Patrick's,English,"﻿Sundays and holydays, the communion mass is at 7 A.M.; the high mass and sermon at 10 1/2 A.M.; vespers 3 1/2 P.M. in winter, and at 4 or 4 1/2 P.M. in summer; catechism for white children at 9 A.M., for colored children after vespers; daily mass at 7 A.M.",﻿Charleston Neck,,,﻿Charleston County,﻿Charleston,﻿Charleston,﻿SC,,32.788225,-79.940392,,,,﻿mic_magrath_901,﻿Rev.,﻿Michael M'Grath,,﻿General assistant for the city and its vicinity,,,,,,1841,,,,﻿,﻿,﻿Charleston,Charleston
﻿cha.sc.0003,﻿church,﻿St. Patrick's,English,"﻿Sundays and holydays, the communion mass is at 7 A.M.; the high mass and sermon at 10 1/2 A.M.; vespers 3 1/2 P.M. in winter, and at 4 or 4 1/2 P.M. in summer; catechism for white children at 9 A.M., for colored children after vespers; daily mass at 7 A.M.",﻿Charleston Neck,,,﻿Charleston County,﻿Charleston,﻿Charleston,﻿SC,,32.788225,-79.940392,,,,﻿p_n_lynch_001,﻿Rev.,﻿Patrick N. Lynch,,﻿General assistant for the city and its vicinity,,,,,,1841,,,,﻿,﻿,﻿Charleston,Charleston
﻿cha.sc.0003,﻿church,﻿St. Patrick's,English,"﻿Sundays and holydays, the communion mass is at 7 A.M.; the high mass and sermon at 10 1/2 A.M.; vespers 3 1/2 P.M. in winter, and at 4 or 4 1/2 P.M. in summer; catechism for white children at 9 A.M., for colored children after vespers; daily mass at 7 A.M.",﻿Charleston Neck,,,﻿Charleston County,﻿Charleston,﻿Charleston,﻿SC,,32.788225,-79.940392,,,,﻿pat_mcgowan_902,﻿Rev.,﻿Patrick M'Gowan,,﻿General assistant for the city and its vicinity,,,,,,1841,,,,﻿,﻿,﻿Charleston,Charleston
﻿cha.sc.0007,﻿station,[Unnamed Institution],English,"﻿In summer mass is generally supplied on Sundays at Summerville, about twenty-five miles distant on the railroad, and at Sullivan's Island, at the entrance of the harbor",,﻿Sullivan's Island,,,,,﻿SC,,,,,,,,,,,,,,,,,1841,,,,﻿,﻿,﻿Charleston,Charleston
