instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿lou.ky.0020,﻿cathedral,﻿Cathedral of St. Joseph,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,﻿KY,37.81071,-85.471369,,,,﻿ben_j_flaget_901,﻿Right Rev.,﻿Benedict Joseph Flaget,﻿D.D.,﻿Bishop,,,,,,1841,,﻿https://stjosephbasilica.org/history,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0020,﻿cathedral,﻿Cathedral of St. Joseph,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81071,-85.471369,,,,﻿guy_i_chabrat_901,﻿Right Rev.,﻿Guy J. Chabrat,﻿D.D.,"﻿Bishop of Bolina, Coadjutor",,,,,,1841,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0020,﻿cathedral,﻿Cathedral of St. Joseph,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81071,-85.471369,,,,﻿joh_b_david_901,﻿Right Rev.,﻿John B. David,﻿D.D.,﻿Bishop of Mauricastro,,,,,,1841,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0020,﻿cathedral,﻿Cathedral of St. Joseph,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81071,-85.471369,,,,﻿hyp_de-luynes_001,﻿Rev.,﻿H. Deluynes,,﻿Pastor,,,,,,1841,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0020,﻿station,﻿Cathedral of St. Joseph,English,﻿five other stations are visited by the clergy of the Cathedral,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81071,-85.471369,,,,,,,,,,,,,,1841,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0020,﻿station,﻿Cathedral of St. Joseph,English,﻿five other stations are visited by the clergy of the Cathedral,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81071,-85.471369,,,,,,,,,,,,,,1841,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0020,﻿station,﻿Cathedral of St. Joseph,English,﻿five other stations are visited by the clergy of the Cathedral,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81071,-85.471369,,,,,,,,,,,,,,1841,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0020,﻿station,﻿Cathedral of St. Joseph,English,﻿five other stations are visited by the clergy of the Cathedral,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81071,-85.471369,,,,,,,,,,,,,,1841,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0020,﻿station,﻿Cathedral of St. Joseph,English,﻿five other stations are visited by the clergy of the Cathedral,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81071,-85.471369,,,,,,,,,,,,,,1841,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0091,﻿church,﻿St. Thomas' Church,English,,,,﻿Nelson County,,,﻿Bardstown,﻿KY,﻿KY,37.766597,-85.484015,,,,﻿a_a_aud_001,﻿Rev.,﻿A. A. Aud.,,,,,,,,1841,,﻿https://www.saintthomasbardstown.org/ ; https://ia801606.us.archive.org/13/items/historicaltribut00howl/historicaltribut00howl.pdf,,,﻿,﻿,﻿Bardstown,Bardstown
