instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿ric.va.0001,﻿church,﻿St. Peter's,English,,,,﻿Henrico County,,﻿Richmond,﻿Richmond,﻿VA,﻿VA,﻿#REF!,﻿#REF!,,,﻿Service every Sunday,﻿#REF!,﻿Rev.,﻿Timothy O'Brien,,,,,,,,1841,"﻿https://en.wikipedia.org/wiki/St._Peter%27s_Pro-Cathedral_(Richmond,_Virginia)#:~:text=Article-,St.,Sacred%20Heart%20in%201906%2C%20St. ; https://richmonddiocese.org/parishes/saint-peter/",﻿,﻿,﻿Richmond,Richmond
﻿ric.va.0001,﻿church,﻿St. Peter's,English,,,,﻿Henrico County,,﻿Richmond,﻿Richmond,﻿VA,,﻿#REF!,﻿#REF!,,,,,﻿Rev.,﻿John O'Brien,,,,,,,,1841,,﻿,﻿,﻿Richmond,Richmond
﻿ric.va.0001,﻿church,﻿St. Peter's,English,"﻿An elegant brick church has been erected here, and is nearly completed",,,﻿Dinwiddie County,,﻿Petersburg,﻿Richmond,﻿VA,,﻿#REF!,﻿#REF!,,,,,,,,,,,,,,1841,,﻿,﻿,﻿Richmond,Richmond
﻿ric.va.0015,﻿church,﻿St. Mary's,English,,,,﻿Norfolk County,,﻿Norfolk,﻿Norfolk,﻿VA,﻿VA,﻿36.847149,﻿-76.282363,,,﻿Service every Sunday,﻿ale_hitselberger_901,﻿Rev.,﻿A. Hitselberger,,,,,,,,1841,﻿https://www.basilicaofsaintmary.org/history,﻿,﻿,﻿Richmond,Richmond
﻿ric.va.0017,﻿church,﻿St. Paul's,English,,,,﻿Norfolk County,﻿Norfolk County,﻿Portsmouth,﻿Portsmouth,﻿VA,﻿VA,﻿36.835604,﻿-76.303475,,,﻿Service every Sunday,﻿w_moriarty_901,﻿Rev.,﻿W. Moriarty,,,,,,,,1841,﻿https://oldetowneportsmouth.com/listings/st-pauls-catholic-church/ ; https://www.clusterparishes.com/,﻿,﻿,﻿Richmond,Richmond
﻿ric.va.0009,﻿church,[Unnamed Institution],English,,,,﻿Berkely County,﻿Berkeley County,﻿Martinsburg,﻿Martinsburg,﻿VA,﻿WV,﻿39.455404,﻿-77.964527,,,,﻿ric_whelan_901,﻿Rev.,﻿Richard Whelan,,,,,,,,1841,"﻿https://en.wikipedia.org/wiki/Martinsburg,_West_Virginia#:~:text=The%20city%20of%20Martinsburg%20was,Legislature%20on%20March%2030%2C%201868.&text=Martinsburg%20became%20a%20center%20of%20the%20railroad%20industry%20and%20its%20workers. ; https://stjosephwv.org/",﻿,﻿,﻿Richmond,Richmond
